Record_ID,City,Location,Date,Time,Vehicle_Count,Traffic_Density,Accident_Reported,Weather,Road_Type
621,Udaipur,Fatehpura,26-01-2024,21:00:00,231,Medium,No,Rainy,City Road
622,Udaipur,Udiapole,26-01-2024,22:00:00,149,High,Yes,Foggy,NH
623,Udaipur,Chetak Circle,26-01-2024,23:00:00,407,Medium,Yes,Clear,Residential
624,Udaipur,Hiran Magri,27-01-2024,00:00:00,102,Low,No,Rainy,Residential
625,Udaipur,Chetak Circle,27-01-2024,01:00:00,84,Medium,No,Clear,City Road
626,Udaipur,Fatehpura,27-01-2024,02:00:00,93,Low,Yes,Foggy,City Road
627,Udaipur,Fatehpura,27-01-2024,03:00:00,492,High,No,Clear,Residential
628,Udaipur,Hiran Magri,27-01-2024,04:00:00,98,Low,No,Rainy,City Road
629,Udaipur,Udiapole,27-01-2024,05:00:00,202,Medium,No,Clear,Residential
630,Udaipur,Chetak Circle,27-01-2024,06:00:00,68,Low,No,Clear,Residential
631,Udaipur,Surajpole,27-01-2024,07:00:00,391,Medium,No,Rainy,City Road
632,Udaipur,Hiran Magri,27-01-2024,08:00:00,87,Medium,No,Foggy,City Road
633,Udaipur,Hiran Magri,27-01-2024,09:00:00,186,High,Yes,Foggy,NH
634,Udaipur,Udiapole,27-01-2024,10:00:00,131,Low,No,Rainy,NH
635,Udaipur,Chetak Circle,27-01-2024,11:00:00,283,Medium,Yes,Rainy,City Road
636,Udaipur,Chetak Circle,27-01-2024,12:00:00,212,Low,Yes,Foggy,City Road
637,Udaipur,Udiapole,27-01-2024,13:00:00,261,High,Yes,Foggy,City Road
638,Udaipur,Fatehpura,27-01-2024,14:00:00,289,Medium,No,Foggy,NH
639,Udaipur,Chetak Circle,27-01-2024,15:00:00,312,High,No,Foggy,NH
640,Udaipur,Hiran Magri,27-01-2024,16:00:00,322,Low,Yes,Rainy,NH
641,Udaipur,Udiapole,27-01-2024,17:00:00,267,High,No,Clear,Residential
642,Udaipur,Surajpole,27-01-2024,18:00:00,143,Medium,Yes,Rainy,NH
643,Udaipur,Hiran Magri,27-01-2024,19:00:00,107,Low,Yes,Foggy,NH
644,Udaipur,Goverdhan Vilas,27-01-2024,20:00:00,447,High,Yes,Clear,Residential
645,Udaipur,Surajpole,27-01-2024,21:00:00,95,Low,No,Foggy,Residential
646,Udaipur,Chetak Circle,27-01-2024,22:00:00,406,Low,No,Foggy,Residential
647,Udaipur,Chetak Circle,27-01-2024,23:00:00,179,Low,Yes,Rainy,City Road
648,Udaipur,Udiapole,28-01-2024,00:00:00,64,Medium,Yes,Clear,Residential
649,Udaipur,Goverdhan Vilas,28-01-2024,01:00:00,455,Medium,Yes,Foggy,City Road
650,Udaipur,Fatehpura,28-01-2024,02:00:00,312,Medium,Yes,Foggy,City Road
651,Udaipur,Udiapole,28-01-2024,03:00:00,455,Medium,No,Clear,Residential
652,Udaipur,Chetak Circle,28-01-2024,04:00:00,109,Low,Yes,Foggy,NH
653,Udaipur,Udiapole,28-01-2024,05:00:00,125,High,Yes,Rainy,City Road
654,Udaipur,Udiapole,28-01-2024,06:00:00,156,Low,No,Clear,City Road
655,Udaipur,Fatehpura,28-01-2024,07:00:00,467,High,Yes,Rainy,NH
656,Udaipur,Goverdhan Vilas,28-01-2024,08:00:00,123,High,No,Rainy,NH
657,Udaipur,Udiapole,28-01-2024,09:00:00,277,High,No,Rainy,NH
658,Udaipur,Fatehpura,28-01-2024,10:00:00,468,High,Yes,Clear,City Road
659,Udaipur,Chetak Circle,28-01-2024,11:00:00,392,Low,No,Foggy,Residential
660,Udaipur,Goverdhan Vilas,28-01-2024,12:00:00,428,Low,No,Rainy,Residential
661,Udaipur,Surajpole,28-01-2024,13:00:00,188,Low,Yes,Rainy,NH
662,Udaipur,Chetak Circle,28-01-2024,14:00:00,248,High,Yes,Foggy,City Road
663,Udaipur,Hiran Magri,28-01-2024,15:00:00,195,Medium,Yes,Foggy,Residential
664,Udaipur,Fatehpura,28-01-2024,16:00:00,222,Low,Yes,Rainy,NH
665,Udaipur,Fatehpura,28-01-2024,17:00:00,241,Medium,Yes,Foggy,NH
666,Udaipur,Hiran Magri,28-01-2024,18:00:00,477,High,No,Clear,Residential
667,Udaipur,Udiapole,28-01-2024,19:00:00,192,High,Yes,Clear,NH
668,Udaipur,Hiran Magri,28-01-2024,20:00:00,291,Low,No,Clear,City Road
669,Udaipur,Chetak Circle,28-01-2024,21:00:00,439,High,No,Clear,Residential
670,Udaipur,Hiran Magri,28-01-2024,22:00:00,472,High,Yes,Rainy,NH
671,Udaipur,Fatehpura,28-01-2024,23:00:00,76,Low,No,Rainy,Residential
672,Udaipur,Goverdhan Vilas,29-01-2024,00:00:00,352,Medium,No,Clear,NH
673,Udaipur,Hiran Magri,29-01-2024,01:00:00,255,Medium,Yes,Clear,City Road
674,Udaipur,Udiapole,29-01-2024,02:00:00,356,Low,No,Rainy,Residential
675,Udaipur,Surajpole,29-01-2024,03:00:00,467,High,No,Foggy,NH
676,Udaipur,Chetak Circle,29-01-2024,04:00:00,169,Medium,No,Rainy,NH
677,Udaipur,Fatehpura,29-01-2024,05:00:00,464,High,No,Clear,City Road
678,Udaipur,Fatehpura,29-01-2024,06:00:00,240,Low,No,Foggy,NH
679,Udaipur,Surajpole,29-01-2024,07:00:00,417,High,Yes,Foggy,NH
680,Udaipur,Surajpole,29-01-2024,08:00:00,395,Medium,Yes,Foggy,City Road
681,Udaipur,Udiapole,29-01-2024,09:00:00,249,High,Yes,Rainy,Residential
682,Udaipur,Surajpole,29-01-2024,10:00:00,478,Low,Yes,Clear,City Road
683,Udaipur,Chetak Circle,29-01-2024,11:00:00,204,Medium,No,Clear,NH
684,Udaipur,Fatehpura,29-01-2024,12:00:00,445,Medium,Yes,Clear,City Road
685,Udaipur,Hiran Magri,29-01-2024,13:00:00,191,High,Yes,Foggy,NH
686,Udaipur,Surajpole,29-01-2024,14:00:00,350,High,Yes,Rainy,NH
687,Udaipur,Udiapole,29-01-2024,15:00:00,92,Medium,No,Rainy,NH
688,Udaipur,Hiran Magri,29-01-2024,16:00:00,95,High,Yes,Rainy,NH
689,Udaipur,Fatehpura,29-01-2024,17:00:00,403,Low,No,Rainy,Residential
690,Udaipur,Udiapole,29-01-2024,18:00:00,140,High,No,Foggy,Residential
691,Udaipur,Surajpole,29-01-2024,19:00:00,131,Medium,No,Clear,City Road
692,Udaipur,Hiran Magri,29-01-2024,20:00:00,195,Low,Yes,Foggy,Residential
693,Udaipur,Chetak Circle,29-01-2024,21:00:00,466,High,Yes,Foggy,City Road
694,Udaipur,Surajpole,29-01-2024,22:00:00,285,High,Yes,Clear,Residential
695,Udaipur,Chetak Circle,29-01-2024,23:00:00,428,Low,No,Clear,Residential
696,Udaipur,Surajpole,30-01-2024,00:00:00,77,Low,Yes,Foggy,NH
697,Udaipur,Udiapole,30-01-2024,01:00:00,452,Low,No,Rainy,NH
698,Udaipur,Goverdhan Vilas,30-01-2024,02:00:00,331,Low,Yes,Foggy,Residential
699,Udaipur,Chetak Circle,30-01-2024,03:00:00,367,High,Yes,Foggy,Residential
700,Udaipur,Fatehpura,30-01-2024,04:00:00,395,Low,Yes,Foggy,NH
701,Udaipur,Goverdhan Vilas,30-01-2024,05:00:00,134,High,Yes,Rainy,City Road
702,Udaipur,Chetak Circle,30-01-2024,06:00:00,86,High,No,Rainy,NH
703,Udaipur,Udiapole,30-01-2024,07:00:00,320,Medium,No,Foggy,Residential
704,Udaipur,Surajpole,30-01-2024,08:00:00,436,Medium,No,Foggy,City Road
705,Udaipur,Surajpole,30-01-2024,09:00:00,165,Low,No,Clear,Residential
706,Udaipur,Chetak Circle,30-01-2024,10:00:00,91,Low,Yes,Rainy,City Road
707,Udaipur,Hiran Magri,30-01-2024,11:00:00,99,Medium,No,Rainy,NH
708,Udaipur,Goverdhan Vilas,30-01-2024,12:00:00,430,High,Yes,Rainy,City Road
709,Udaipur,Fatehpura,30-01-2024,13:00:00,421,Medium,Yes,Clear,City Road
710,Udaipur,Udiapole,30-01-2024,14:00:00,217,Low,Yes,Rainy,City Road
711,Udaipur,Goverdhan Vilas,30-01-2024,15:00:00,385,High,No,Rainy,NH
712,Udaipur,Surajpole,30-01-2024,16:00:00,109,High,Yes,Clear,City Road
713,Udaipur,Hiran Magri,30-01-2024,17:00:00,197,Low,No,Rainy,NH
714,Udaipur,Chetak Circle,30-01-2024,18:00:00,215,High,Yes,Clear,City Road
715,Udaipur,Surajpole,30-01-2024,19:00:00,433,Medium,Yes,Rainy,NH
716,Udaipur,Hiran Magri,30-01-2024,20:00:00,307,Medium,No,Rainy,NH
717,Udaipur,Fatehpura,30-01-2024,21:00:00,150,Medium,No,Rainy,NH
718,Udaipur,Surajpole,30-01-2024,22:00:00,356,Medium,Yes,Clear,NH
719,Udaipur,Surajpole,30-01-2024,23:00:00,94,High,No,Foggy,City Road
720,Udaipur,Surajpole,31-01-2024,00:00:00,418,Medium,Yes,Rainy,Residential
721,Udaipur,Goverdhan Vilas,31-01-2024,01:00:00,200,Low,No,Clear,Residential
722,Udaipur,Surajpole,31-01-2024,02:00:00,306,High,Yes,Foggy,NH
723,Udaipur,Surajpole,31-01-2024,03:00:00,465,High,No,Clear,Residential
724,Udaipur,Fatehpura,31-01-2024,04:00:00,384,Medium,Yes,Clear,NH
725,Udaipur,Surajpole,31-01-2024,05:00:00,154,Low,No,Clear,NH
726,Udaipur,Fatehpura,31-01-2024,06:00:00,99,High,No,Foggy,City Road
727,Udaipur,Surajpole,31-01-2024,07:00:00,327,Medium,Yes,Foggy,NH
728,Udaipur,Surajpole,31-01-2024,08:00:00,309,High,Yes,Rainy,City Road
729,Udaipur,Fatehpura,31-01-2024,09:00:00,387,Low,No,Clear,Residential
730,Udaipur,Hiran Magri,31-01-2024,10:00:00,350,High,No,Rainy,City Road
731,Udaipur,Chetak Circle,31-01-2024,11:00:00,381,Low,Yes,Rainy,City Road
732,Udaipur,Udiapole,31-01-2024,12:00:00,430,Medium,No,Clear,City Road
733,Udaipur,Surajpole,31-01-2024,13:00:00,353,Low,Yes,Rainy,City Road
734,Udaipur,Goverdhan Vilas,31-01-2024,14:00:00,151,High,No,Rainy,Residential
735,Udaipur,Hiran Magri,31-01-2024,15:00:00,93,Low,Yes,Clear,Residential
736,Udaipur,Fatehpura,31-01-2024,16:00:00,265,Low,No,Clear,City Road
737,Udaipur,Surajpole,31-01-2024,17:00:00,161,High,Yes,Foggy,Residential
738,Udaipur,Fatehpura,31-01-2024,18:00:00,102,Low,No,Rainy,NH
739,Udaipur,Surajpole,31-01-2024,19:00:00,323,Medium,No,Foggy,City Road
740,Udaipur,Hiran Magri,31-01-2024,20:00:00,183,Medium,No,Clear,NH
741,Udaipur,Udiapole,31-01-2024,21:00:00,84,High,Yes,Clear,NH
742,Udaipur,Hiran Magri,31-01-2024,22:00:00,395,Medium,Yes,Foggy,City Road
743,Udaipur,Goverdhan Vilas,31-01-2024,23:00:00,450,High,No,Clear,NH
744,Udaipur,Udiapole,01-02-2024,00:00:00,62,Low,No,Rainy,Residential
745,Udaipur,Udiapole,01-02-2024,01:00:00,160,High,No,Foggy,Residential
746,Udaipur,Hiran Magri,01-02-2024,02:00:00,442,High,Yes,Foggy,NH
747,Udaipur,Hiran Magri,01-02-2024,03:00:00,58,Low,Yes,Foggy,Residential
748,Udaipur,Surajpole,01-02-2024,04:00:00,485,Medium,Yes,Rainy,NH
749,Udaipur,Udiapole,01-02-2024,05:00:00,50,Low,Yes,Clear,City Road
750,Udaipur,Chetak Circle,01-02-2024,06:00:00,484,Low,Yes,Foggy,City Road
751,Udaipur,Goverdhan Vilas,01-02-2024,07:00:00,236,Low,Yes,Rainy,City Road
752,Udaipur,Goverdhan Vilas,01-02-2024,08:00:00,447,High,Yes,Foggy,Residential
753,Udaipur,Hiran Magri,01-02-2024,09:00:00,313,Low,Yes,Clear,Residential
754,Udaipur,Goverdhan Vilas,01-02-2024,10:00:00,377,Medium,No,Clear,NH
755,Udaipur,Udiapole,01-02-2024,11:00:00,491,High,No,Clear,City Road
756,Udaipur,Surajpole,01-02-2024,12:00:00,420,High,No,Rainy,City Road
757,Udaipur,Chetak Circle,01-02-2024,13:00:00,142,Medium,No,Clear,Residential
758,Udaipur,Goverdhan Vilas,01-02-2024,14:00:00,223,High,Yes,Clear,Residential
759,Udaipur,Udiapole,01-02-2024,15:00:00,170,Medium,Yes,Clear,Residential
760,Udaipur,Surajpole,01-02-2024,16:00:00,428,Low,No,Foggy,Residential
761,Udaipur,Fatehpura,01-02-2024,17:00:00,379,Medium,Yes,Clear,City Road
762,Udaipur,Goverdhan Vilas,01-02-2024,18:00:00,488,Low,No,Rainy,NH
763,Udaipur,Surajpole,01-02-2024,19:00:00,286,High,No,Rainy,City Road
764,Udaipur,Udiapole,01-02-2024,20:00:00,84,Medium,No,Foggy,City Road
765,Udaipur,Udiapole,01-02-2024,21:00:00,418,Medium,No,Clear,Residential
766,Udaipur,Chetak Circle,01-02-2024,22:00:00,297,High,No,Foggy,City Road
767,Udaipur,Goverdhan Vilas,01-02-2024,23:00:00,91,Medium,No,Clear,NH
768,Udaipur,Hiran Magri,02-02-2024,00:00:00,440,Low,Yes,Rainy,NH
769,Udaipur,Chetak Circle,02-02-2024,01:00:00,194,High,Yes,Foggy,City Road
770,Udaipur,Surajpole,02-02-2024,02:00:00,155,Low,No,Rainy,Residential
771,Udaipur,Udiapole,02-02-2024,03:00:00,177,High,No,Rainy,NH
772,Udaipur,Surajpole,02-02-2024,04:00:00,59,Medium,Yes,Foggy,City Road
773,Udaipur,Udiapole,02-02-2024,05:00:00,297,Medium,Yes,Rainy,NH
774,Udaipur,Hiran Magri,02-02-2024,06:00:00,149,Low,No,Rainy,Residential
775,Udaipur,Fatehpura,02-02-2024,07:00:00,324,Medium,No,Foggy,City Road
776,Udaipur,Hiran Magri,02-02-2024,08:00:00,388,Medium,Yes,Rainy,Residential
777,Udaipur,Goverdhan Vilas,02-02-2024,09:00:00,316,High,No,Foggy,NH
778,Udaipur,Fatehpura,02-02-2024,10:00:00,196,Low,Yes,Foggy,City Road
779,Udaipur,Goverdhan Vilas,02-02-2024,11:00:00,136,High,Yes,Clear,Residential
780,Udaipur,Surajpole,02-02-2024,12:00:00,171,Low,No,Clear,NH
781,Udaipur,Udiapole,02-02-2024,13:00:00,64,Low,No,Foggy,Residential
782,Udaipur,Goverdhan Vilas,02-02-2024,14:00:00,287,High,No,Foggy,NH
783,Udaipur,Udiapole,02-02-2024,15:00:00,55,Medium,Yes,Foggy,City Road
784,Udaipur,Surajpole,02-02-2024,16:00:00,144,High,Yes,Foggy,NH
785,Udaipur,Surajpole,02-02-2024,17:00:00,67,High,No,Clear,City Road
786,Udaipur,Goverdhan Vilas,02-02-2024,18:00:00,288,Low,Yes,Rainy,City Road
787,Udaipur,Udiapole,02-02-2024,19:00:00,227,Medium,No,Clear,City Road
788,Udaipur,Surajpole,02-02-2024,20:00:00,84,Medium,Yes,Foggy,City Road
789,Udaipur,Chetak Circle,02-02-2024,21:00:00,362,Medium,Yes,Foggy,Residential
790,Udaipur,Surajpole,02-02-2024,22:00:00,492,Medium,No,Foggy,Residential
791,Udaipur,Hiran Magri,02-02-2024,23:00:00,368,Low,No,Foggy,Residential
792,Udaipur,Fatehpura,03-02-2024,00:00:00,120,Low,Yes,Clear,Residential
793,Udaipur,Goverdhan Vilas,03-02-2024,01:00:00,286,Low,No,Foggy,Residential
794,Udaipur,Fatehpura,03-02-2024,02:00:00,179,High,Yes,Foggy,NH
795,Udaipur,Goverdhan Vilas,03-02-2024,03:00:00,216,Low,Yes,Clear,Residential
796,Udaipur,Surajpole,03-02-2024,04:00:00,488,High,No,Rainy,Residential
797,Udaipur,Chetak Circle,03-02-2024,05:00:00,56,Low,No,Rainy,City Road
798,Udaipur,Surajpole,03-02-2024,06:00:00,405,Low,No,Rainy,Residential
799,Udaipur,Surajpole,03-02-2024,07:00:00,89,High,Yes,Foggy,City Road
800,Udaipur,Goverdhan Vilas,03-02-2024,08:00:00,121,Low,No,Rainy,Residential
801,Udaipur,Chetak Circle,03-02-2024,09:00:00,465,High,Yes,Clear,NH
802,Udaipur,Udiapole,03-02-2024,10:00:00,242,Medium,Yes,Foggy,NH
803,Udaipur,Chetak Circle,03-02-2024,11:00:00,477,Medium,No,Foggy,Residential
804,Udaipur,Surajpole,03-02-2024,12:00:00,497,Low,Yes,Clear,City Road
805,Udaipur,Goverdhan Vilas,03-02-2024,13:00:00,324,Low,No,Foggy,NH
806,Udaipur,Chetak Circle,03-02-2024,14:00:00,400,Low,Yes,Clear,City Road
807,Udaipur,Fatehpura,03-02-2024,15:00:00,304,Medium,No,Foggy,City Road
808,Udaipur,Goverdhan Vilas,03-02-2024,16:00:00,158,High,No,Rainy,NH
809,Udaipur,Chetak Circle,03-02-2024,17:00:00,368,High,Yes,Clear,NH
810,Udaipur,Udiapole,03-02-2024,18:00:00,164,High,Yes,Rainy,Residential
811,Udaipur,Chetak Circle,03-02-2024,19:00:00,178,Medium,Yes,Foggy,Residential
812,Udaipur,Hiran Magri,03-02-2024,20:00:00,467,High,Yes,Clear,City Road
813,Udaipur,Chetak Circle,03-02-2024,21:00:00,221,Medium,Yes,Rainy,NH
814,Udaipur,Chetak Circle,03-02-2024,22:00:00,217,Low,No,Rainy,Residential
815,Udaipur,Surajpole,03-02-2024,23:00:00,308,Low,Yes,Rainy,Residential
816,Udaipur,Chetak Circle,04-02-2024,00:00:00,296,Medium,No,Rainy,City Road
817,Udaipur,Goverdhan Vilas,04-02-2024,01:00:00,295,Low,No,Foggy,NH
818,Udaipur,Fatehpura,04-02-2024,02:00:00,198,Medium,No,Clear,City Road
819,Udaipur,Goverdhan Vilas,04-02-2024,03:00:00,176,Medium,Yes,Rainy,City Road
820,Udaipur,Hiran Magri,04-02-2024,04:00:00,425,Low,No,Foggy,NH
821,Udaipur,Udiapole,04-02-2024,05:00:00,377,Low,Yes,Clear,City Road
822,Udaipur,Udiapole,04-02-2024,06:00:00,243,High,Yes,Foggy,City Road
823,Udaipur,Hiran Magri,04-02-2024,07:00:00,350,Medium,Yes,Rainy,Residential
824,Udaipur,Chetak Circle,04-02-2024,08:00:00,128,Low,Yes,Clear,Residential
825,Udaipur,Hiran Magri,04-02-2024,09:00:00,447,Medium,Yes,Foggy,Residential
826,Udaipur,Surajpole,04-02-2024,10:00:00,412,High,Yes,Rainy,City Road
827,Udaipur,Fatehpura,04-02-2024,11:00:00,199,Medium,Yes,Rainy,City Road
828,Udaipur,Udiapole,04-02-2024,12:00:00,435,High,No,Rainy,NH
829,Udaipur,Hiran Magri,04-02-2024,13:00:00,156,Low,Yes,Clear,City Road
830,Udaipur,Fatehpura,04-02-2024,14:00:00,446,Low,Yes,Clear,Residential
831,Udaipur,Chetak Circle,04-02-2024,15:00:00,191,High,Yes,Clear,City Road
832,Udaipur,Udiapole,04-02-2024,16:00:00,191,Medium,Yes,Foggy,City Road
833,Udaipur,Fatehpura,04-02-2024,17:00:00,329,Medium,Yes,Rainy,NH
834,Udaipur,Surajpole,04-02-2024,18:00:00,323,High,No,Clear,City Road
835,Udaipur,Goverdhan Vilas,04-02-2024,19:00:00,261,High,No,Foggy,City Road
836,Udaipur,Udiapole,04-02-2024,20:00:00,181,Medium,No,Clear,Residential
837,Udaipur,Goverdhan Vilas,04-02-2024,21:00:00,364,Low,Yes,Foggy,City Road
838,Udaipur,Chetak Circle,04-02-2024,22:00:00,313,Medium,No,Clear,City Road
839,Udaipur,Surajpole,04-02-2024,23:00:00,203,Medium,Yes,Clear,City Road
840,Udaipur,Goverdhan Vilas,05-02-2024,00:00:00,277,Medium,No,Clear,City Road
841,Udaipur,Surajpole,05-02-2024,01:00:00,197,Medium,No,Clear,NH
842,Udaipur,Udiapole,05-02-2024,02:00:00,116,Medium,Yes,Foggy,NH
843,Udaipur,Udiapole,05-02-2024,03:00:00,496,Medium,Yes,Clear,NH
844,Udaipur,Udiapole,05-02-2024,04:00:00,461,Low,Yes,Rainy,NH
845,Udaipur,Fatehpura,05-02-2024,05:00:00,238,Low,No,Clear,NH
846,Udaipur,Hiran Magri,05-02-2024,06:00:00,274,Medium,No,Clear,NH
847,Udaipur,Surajpole,05-02-2024,07:00:00,262,Medium,Yes,Rainy,City Road
848,Udaipur,Surajpole,05-02-2024,08:00:00,494,High,Yes,Rainy,Residential
849,Udaipur,Chetak Circle,05-02-2024,09:00:00,324,Low,Yes,Foggy,NH
850,Udaipur,Surajpole,05-02-2024,10:00:00,427,High,No,Rainy,Residential
851,Udaipur,Udiapole,05-02-2024,11:00:00,473,Medium,Yes,Clear,City Road
852,Udaipur,Goverdhan Vilas,05-02-2024,12:00:00,477,Low,No,Clear,NH
853,Udaipur,Fatehpura,05-02-2024,13:00:00,324,Low,No,Clear,Residential
854,Udaipur,Udiapole,05-02-2024,14:00:00,94,Medium,No,Clear,Residential
855,Udaipur,Fatehpura,05-02-2024,15:00:00,82,High,No,Foggy,NH
856,Udaipur,Hiran Magri,05-02-2024,16:00:00,198,High,No,Foggy,City Road
857,Udaipur,Goverdhan Vilas,05-02-2024,17:00:00,142,High,Yes,Rainy,Residential
858,Udaipur,Surajpole,05-02-2024,18:00:00,478,Medium,No,Rainy,Residential
859,Udaipur,Goverdhan Vilas,05-02-2024,19:00:00,288,Low,Yes,Rainy,City Road
860,Udaipur,Udiapole,05-02-2024,20:00:00,201,Low,No,Rainy,City Road
861,Udaipur,Chetak Circle,05-02-2024,21:00:00,163,High,Yes,Foggy,Residential
862,Udaipur,Goverdhan Vilas,05-02-2024,22:00:00,115,Low,Yes,Clear,City Road
863,Udaipur,Goverdhan Vilas,05-02-2024,23:00:00,151,Low,No,Rainy,Residential
864,Udaipur,Surajpole,06-02-2024,00:00:00,420,High,Yes,Foggy,Residential
865,Udaipur,Chetak Circle,06-02-2024,01:00:00,407,Medium,No,Rainy,Residential
866,Udaipur,Udiapole,06-02-2024,02:00:00,324,Low,Yes,Rainy,Residential
867,Udaipur,Hiran Magri,06-02-2024,03:00:00,183,Medium,Yes,Rainy,City Road
868,Udaipur,Udiapole,06-02-2024,04:00:00,65,High,Yes,Clear,Residential
869,Udaipur,Fatehpura,06-02-2024,05:00:00,354,Low,Yes,Clear,Residential
870,Udaipur,Udiapole,06-02-2024,06:00:00,361,Low,No,Foggy,NH
871,Udaipur,Surajpole,06-02-2024,07:00:00,206,High,No,Clear,NH
872,Udaipur,Udiapole,06-02-2024,08:00:00,66,Medium,No,Clear,City Road
873,Udaipur,Fatehpura,06-02-2024,09:00:00,240,Low,Yes,Foggy,NH
874,Udaipur,Goverdhan Vilas,06-02-2024,10:00:00,456,Low,Yes,Clear,City Road
875,Udaipur,Fatehpura,06-02-2024,11:00:00,410,High,Yes,Foggy,City Road
876,Udaipur,Goverdhan Vilas,06-02-2024,12:00:00,67,Medium,No,Foggy,Residential
877,Udaipur,Hiran Magri,06-02-2024,13:00:00,468,Medium,Yes,Foggy,NH
878,Udaipur,Udiapole,06-02-2024,14:00:00,62,Medium,No,Foggy,City Road
879,Udaipur,Surajpole,06-02-2024,15:00:00,472,Low,No,Rainy,Residential
880,Udaipur,Goverdhan Vilas,06-02-2024,16:00:00,125,Low,Yes,Rainy,NH
881,Udaipur,Hiran Magri,06-02-2024,17:00:00,458,Low,Yes,Foggy,City Road
882,Udaipur,Udiapole,06-02-2024,18:00:00,190,High,No,Foggy,Residential
883,Udaipur,Udiapole,06-02-2024,19:00:00,172,Medium,No,Clear,NH
884,Udaipur,Goverdhan Vilas,06-02-2024,20:00:00,249,Medium,No,Clear,Residential
885,Udaipur,Fatehpura,06-02-2024,21:00:00,389,High,No,Clear,City Road
886,Udaipur,Goverdhan Vilas,06-02-2024,22:00:00,259,High,Yes,Foggy,City Road
887,Udaipur,Udiapole,06-02-2024,23:00:00,468,Low,No,Foggy,City Road
888,Udaipur,Fatehpura,07-02-2024,00:00:00,356,High,Yes,Foggy,NH
889,Udaipur,Chetak Circle,07-02-2024,01:00:00,355,Low,No,Rainy,Residential
890,Udaipur,Chetak Circle,07-02-2024,02:00:00,399,High,No,Foggy,City Road
891,Udaipur,Udiapole,07-02-2024,03:00:00,327,Low,No,Clear,Residential
892,Udaipur,Fatehpura,07-02-2024,04:00:00,356,High,Yes,Foggy,NH
893,Udaipur,Chetak Circle,07-02-2024,05:00:00,183,Low,No,Foggy,Residential
894,Udaipur,Udiapole,07-02-2024,06:00:00,378,Medium,No,Rainy,Residential
895,Udaipur,Hiran Magri,07-02-2024,07:00:00,446,High,No,Clear,NH
896,Udaipur,Hiran Magri,07-02-2024,08:00:00,147,High,Yes,Foggy,Residential
897,Udaipur,Surajpole,07-02-2024,09:00:00,72,Medium,No,Clear,NH
898,Udaipur,Surajpole,07-02-2024,10:00:00,367,High,Yes,Foggy,City Road
899,Udaipur,Surajpole,07-02-2024,11:00:00,351,High,Yes,Foggy,City Road
900,Udaipur,Chetak Circle,07-02-2024,12:00:00,172,High,Yes,Rainy,NH
901,Udaipur,Goverdhan Vilas,07-02-2024,13:00:00,60,Medium,No,Rainy,City Road
902,Udaipur,Udiapole,07-02-2024,14:00:00,237,Low,No,Clear,City Road
903,Udaipur,Fatehpura,07-02-2024,15:00:00,431,High,Yes,Clear,Residential
904,Udaipur,Goverdhan Vilas,07-02-2024,16:00:00,366,Medium,No,Clear,NH
905,Udaipur,Goverdhan Vilas,07-02-2024,17:00:00,176,Medium,Yes,Clear,Residential
906,Udaipur,Fatehpura,07-02-2024,18:00:00,403,Low,Yes,Rainy,City Road
907,Udaipur,Fatehpura,07-02-2024,19:00:00,69,High,Yes,Clear,Residential
908,Udaipur,Surajpole,07-02-2024,20:00:00,180,Low,Yes,Foggy,NH
909,Udaipur,Goverdhan Vilas,07-02-2024,21:00:00,213,High,Yes,Foggy,NH
910,Udaipur,Hiran Magri,07-02-2024,22:00:00,386,Medium,No,Rainy,City Road
911,Udaipur,Surajpole,07-02-2024,23:00:00,226,Medium,Yes,Foggy,Residential
912,Udaipur,Surajpole,08-02-2024,00:00:00,422,Low,Yes,Foggy,Residential
913,Udaipur,Hiran Magri,08-02-2024,01:00:00,260,Medium,No,Foggy,Residential
914,Udaipur,Chetak Circle,08-02-2024,02:00:00,55,Low,No,Rainy,City Road
915,Udaipur,Fatehpura,08-02-2024,03:00:00,296,High,No,Foggy,Residential
916,Udaipur,Chetak Circle,08-02-2024,04:00:00,115,High,Yes,Clear,Residential
917,Udaipur,Goverdhan Vilas,08-02-2024,05:00:00,67,Medium,Yes,Rainy,City Road
918,Udaipur,Udiapole,08-02-2024,06:00:00,330,High,No,Rainy,Residential
919,Udaipur,Fatehpura,08-02-2024,07:00:00,478,High,Yes,Foggy,Residential
920,Udaipur,Udiapole,08-02-2024,08:00:00,386,High,Yes,Rainy,City Road
921,Udaipur,Hiran Magri,08-02-2024,09:00:00,393,High,Yes,Foggy,NH
922,Udaipur,Udiapole,08-02-2024,10:00:00,326,Medium,Yes,Rainy,City Road
923,Udaipur,Chetak Circle,08-02-2024,11:00:00,445,Medium,No,Foggy,NH
924,Udaipur,Chetak Circle,08-02-2024,12:00:00,146,High,Yes,Rainy,NH
925,Udaipur,Goverdhan Vilas,08-02-2024,13:00:00,428,High,No,Rainy,Residential
926,Udaipur,Goverdhan Vilas,08-02-2024,14:00:00,366,High,No,Foggy,Residential
927,Udaipur,Goverdhan Vilas,08-02-2024,15:00:00,469,Medium,Yes,Rainy,NH
928,Udaipur,Surajpole,08-02-2024,16:00:00,90,Low,Yes,Rainy,Residential
929,Udaipur,Udiapole,08-02-2024,17:00:00,174,Low,No,Clear,City Road
930,Udaipur,Chetak Circle,08-02-2024,18:00:00,115,Low,No,Clear,City Road
